Order_Date,Year,Month,Day,Day_Of_Week,Quarter,Customer_Age,Customer_Gender,Country,City,Customer_Segment,Product_Category,Product_Subcategory,Brand,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Coupon_Used,Shipping_Cost,Tax_Amount,Order_Amount,Payment_Method,Device_Type,Traffic_Source,Membership_Status,Shipping_Method,Warehouse_Region,Delivery_Days,Order_Status,Returned,Review_Rating,Customer_Lifetime_Value,Profit_Margin_Percent,Profit_Amount,Season,Holiday_Season,High_Value_Order,prediction
2026-02-12,2026,2,12,Thursday,1,19,Female,UAE,Sydney,Returning,Books,Non-Fiction,EcoLife,19.43,4,10,7.77,Yes,13.16,6.57,89.68,Debit Card,Desktop,Direct,Standard,Pickup,East,6,Processing,No,3.6,607.22,17.15,15.38,Winter,No,No,No
2026-02-12,2026,2,12,Thursday,1,43,Female,India,Berlin,Returning,Electronics,Mobile,PrimePlus,469.61,5,10,234.8,Yes,8.44,199.27,2320.96,PayPal,Mobile,Email,Standard,Standard,West,6,Delivered,No,4,32121.28,17.93,416.15,Winter,No,Yes,Yes
2026-02-12,2026,2,12,Thursday,1,39,Male,Canada,New York,New,Toys,Puzzles,FreshMart,27.34,2,0,0,No,4.14,3.39,62.21,Bank Transfer,Tablet,Organic Search,Standard,Standard,East,2,Delivered,No,4,605.13,29.31,18.23,Winter,No,No,No
2026-02-12,2026,2,12,Thursday,1,28,Male,Canada,London,New,Groceries,Fresh Produce,Trendify,28.75,3,10,8.62,Yes,14.53,9.42,101.58,Credit Card,Mobile,Direct,Silver,Express,North,2,Delivered,No,4.4,2084.76,31.72,32.22,Winter,No,No,No
2026-02-12,2026,2,12,Thursday,1,35,Female,Canada,Dubai,New,Electronics,Mobile,QuickCart,842.73,4,10,337.09,Yes,15.39,101.21,3150.43,Cash on Delivery,Mobile,Social Media,Standard,Express,Central,0,Delivered,No,4.2,50000,8.14,256.45,Winter,No,Yes,Yes
2026-02-13,2026,2,13,Friday,1,19,Male,Saudi Arabia,Riyadh,New,Electronics,Mobile,Trendify,269.67,2,10,53.93,Yes,8.56,25.49,519.46,Wallet,Mobile,Direct,Standard,Standard,Central,7,Processing,No,4.2,7487.37,14.63,76,Winter,No,Yes,Yes
2026-02-13,2026,2,13,Friday,1,27,Female,Saudi Arabia,Toronto,New,Electronics,Accessories,Trendify,198.2,3,0,0,No,7.78,30.34,632.72,Wallet,Mobile,Social Media,Silver,Standard,South,5,Delivered,No,5,9907.8,14.31,90.54,Winter,No,Yes,Yes
2026-02-13,2026,2,13,Friday,1,35,Male,UAE,Sydney,Returning,Sports,Equipment,Nova,118.48,3,0,0,No,8.11,27.48,391.03,Credit Card,Desktop,Email,Standard,Standard,South,6,Delivered,No,3.8,1257.01,34.49,134.87,Winter,No,Yes,Yes
2026-02-13,2026,2,13,Friday,1,23,Female,UAE,Paris,New,Groceries,Dairy,UrbanCo,26.79,3,25,20.09,Yes,8.08,6.3,74.66,Credit Card,Mobile,Email,Gold,Standard,East,4,Delivered,No,3.4,1045.3,16.08,12.01,Winter,No,No,No
2026-02-14,2026,2,14,Saturday,1,33,Male,UAE,New York,New,Toys,Board Games,ValueMax,64.92,1,5,3.25,No,11.19,2.19,75.05,Bank Transfer,Desktop,Paid Ads,Standard,Express,West,2,Delivered,No,5,1396.9,27.91,20.95,Winter,Yes,No,No
2026-02-14,2026,2,14,Saturday,1,37,Female,Germany,New York,Premium,Toys,Puzzles,Nova,38.48,4,25,38.48,Yes,5.28,13.59,134.31,Credit Card,Mobile,Referral,Gold,Standard,East,1,Shipped,No,3.7,3077.56,21.17,28.43,Winter,No,No,No
2026-02-15,2026,2,15,Sunday,1,31,Male,India,Toronto,Returning,Fashion,Bags,QuickCart,64.36,6,0,0,No,12.94,28.43,427.53,Bank Transfer,Desktop,Paid Ads,Standard,Standard,West,6,Returned,Yes,3.8,6091.14,26.98,115.35,Winter,No,Yes,No
2026-02-15,2026,2,15,Sunday,1,51,Male,India,Karachi,Premium,Fashion,Men Clothing,FreshMart,61.82,2,0,0,No,7.44,5.68,136.76,PayPal,Mobile,Email,Silver,Pickup,East,6,Delivered,No,4.6,2040.25,35.33,48.32,Winter,No,No,No
2026-02-15,2026,2,15,Sunday,1,18,Male,Australia,Toronto,Returning,Fashion,Men Clothing,UrbanCo,104.91,2,30,62.95,Yes,5.14,18.11,170.12,PayPal,Mobile,Paid Ads,Standard,Pickup,South,8,Processing,No,4.8,1693.44,23.4,39.81,Winter,No,No,No
2026-02-16,2026,2,16,Monday,1,37,Male,United States,Paris,New,Sports,Outdoor,ValueMax,60.03,5,25,75.04,Yes,7.69,29.19,261.99,Debit Card,Tablet,Direct,Standard,Standard,South,5,Processing,No,3.7,3477.8,27.8,72.83,Winter,No,No,No
2026-02-16,2026,2,16,Monday,1,47,Female,UAE,Sydney,Returning,Electronics,Headphones,EcoLife,336.23,1,15,50.43,Yes,9.51,31.14,326.45,Wallet,Desktop,Email,Standard,Standard,Central,3,Delivered,No,4,5163.66,29.24,95.45,Winter,No,No,Yes
2026-02-17,2026,2,17,Tuesday,1,52,Female,Germany,Dubai,Loyal,Home & Kitchen,Furniture,Trendify,223.01,2,30,133.81,Yes,12.03,37.78,362.02,Cash on Delivery,Mobile,Organic Search,Standard,Express,West,0,Delivered,No,4.1,6399.81,13.57,49.13,Winter,Yes,No,No
2026-02-17,2026,2,17,Tuesday,1,45,Female,Saudi Arabia,Karachi,Returning,Groceries,Beverages,FreshMart,18.33,4,10,7.33,Yes,16.42,7.22,89.63,Cash on Delivery,Desktop,Paid Ads,Standard,Express,South,3,Delivered,No,4.4,757.84,25.77,23.1,Winter,Yes,No,No
2026-02-18,2026,2,18,Wednesday,1,47,Female,Saudi Arabia,London,Returning,Fashion,Bags,FreshMart,85.3,2,10,17.06,Yes,14.94,5.92,174.4,Credit Card,Mobile,Organic Search,Silver,Express,North,1,Shipped,No,4.3,2314.72,30.68,53.51,Winter,Yes,No,No
2026-02-18,2026,2,18,Wednesday,1,26,Female,Australia,Dubai,Returning,Groceries,Beverages,EcoLife,24.53,4,25,24.53,Yes,16.22,4.6,94.41,Cash on Delivery,Mobile,Referral,Gold,Express,Central,1,Shipped,No,4,1218.92,6.74,6.36,Winter,No,No,No
2026-02-18,2026,2,18,Wednesday,1,46,Male,United Kingdom,Paris,New,Fashion,Bags,PrimePlus,42.29,4,20,33.83,Yes,6.78,19.82,161.93,Cash on Delivery,Desktop,Referral,Silver,Standard,North,4,Delivered,No,4.6,2215.61,18.82,30.48,Winter,No,No,No
2026-02-19,2026,2,19,Thursday,1,26,Male,France,Dubai,Returning,Home & Kitchen,Furniture,Apex,192.39,3,5,28.86,No,8.35,18.85,575.51,PayPal,Mobile,Email,Silver,Standard,West,1,Shipped,No,4.7,2936.59,26.05,149.92,Winter,No,Yes,Yes
2026-02-19,2026,2,19,Thursday,1,34,Female,Canada,London,Loyal,Toys,Educational,QuickCart,42.18,4,0,0,No,11.38,12.67,192.77,Wallet,Desktop,Paid Ads,Standard,Standard,Central,6,Delivered,No,3.2,3145.09,23.41,45.13,Winter,No,No,No
2026-02-19,2026,2,19,Thursday,1,52,Female,Germany,Paris,Loyal,Electronics,Laptop,Apex,307.59,5,15,230.69,Yes,8.23,149.22,1464.71,Debit Card,Mobile,Paid Ads,Gold,Standard,South,5,Returned,Yes,3,19028.77,26.86,393.42,Winter,No,Yes,Yes
2026-02-19,2026,2,19,Thursday,1,45,Female,Germany,Karachi,Returning,Groceries,Dairy,Zenith,18.37,4,0,0,No,8.09,2.58,84.15,PayPal,Desktop,Referral,Standard,Standard,South,6,Shipped,No,3.5,614.86,40.9,34.42,Winter,No,No,No
2026-02-20,2026,2,20,Friday,1,38,Female,United Kingdom,New York,New,Fashion,Bags,Zenith,92.76,3,25,69.57,Yes,5.97,15.98,230.66,PayPal,Mobile,Email,Standard,Standard,Central,3,Delivered,No,3.8,504.23,20.5,47.29,Winter,No,No,No
2026-02-20,2026,2,20,Friday,1,51,Female,Pakistan,Sydney,New,Groceries,Fresh Produce,EcoLife,20.69,5,20,20.69,Yes,11.29,6.95,101,PayPal,Mobile,Organic Search,Standard,Standard,West,7,Delivered,No,4.3,1790.79,18.24,18.42,Winter,No,No,No
2026-02-20,2026,2,20,Friday,1,34,Female,Saudi Arabia,London,Returning,Beauty,Fragrance,UrbanCo,32.66,3,10,9.8,Yes,8.46,4.61,101.25,Bank Transfer,Tablet,Paid Ads,Platinum,Express,Central,3,Processing,No,3.8,914.83,22.92,23.21,Winter,No,No,No
2026-02-20,2026,2,20,Friday,1,33,Male,United States,New York,Returning,Groceries,Beverages,UrbanCo,20.82,3,0,0,No,1.77,3.69,67.92,Bank Transfer,Mobile,Email,Gold,Standard,East,2,Delivered,No,4,992.7,29.21,19.84,Winter,No,No,No
2026-02-20,2026,2,20,Friday,1,43,Male,UAE,New York,Returning,Beauty,Fragrance,UrbanCo,33.27,3,15,14.97,Yes,10.24,11.53,106.61,Debit Card,Mobile,Email,Standard,Pickup,South,7,Returned,Yes,2.2,2007.11,23.87,25.45,Winter,No,No,No
2026-02-20,2026,2,20,Friday,1,48,Male,France,Dubai,Loyal,Sports,Equipment,FreshMart,100.2,4,0,0,No,5.76,45.39,451.95,Credit Card,Mobile,Organic Search,Standard,Pickup,East,7,Delivered,No,4.9,2366.9,21.82,98.62,Winter,No,Yes,No
2026-02-20,2026,2,20,Friday,1,26,Female,Pakistan,Berlin,Loyal,Groceries,Beverages,FreshMart,3.84,3,10,1.15,Yes,9.94,0.43,20.74,Cash on Delivery,Mobile,Paid Ads,Standard,Standard,North,6,Shipped,No,4.8,1282.52,23.57,4.89,Winter,Yes,No,No
2026-02-20,2026,2,20,Friday,1,49,Male,Pakistan,Toronto,New,Home & Kitchen,Appliances,EcoLife,107.27,6,20,128.72,Yes,14.63,35.07,564.6,Wallet,Desktop,Organic Search,Standard,Standard,Central,6,Returned,Yes,2.6,11275.11,3,16.94,Winter,No,Yes,Yes
2026-02-20,2026,2,20,Friday,1,37,Male,India,London,Returning,Groceries,Beverages,ValueMax,10.52,7,5,3.68,No,7.54,4.31,81.81,Credit Card,Mobile,Paid Ads,Gold,Standard,East,5,Delivered,No,4.3,228.15,35.46,29.01,Winter,No,No,No
2026-02-20,2026,2,20,Friday,1,60,Male,France,Sydney,Loyal,Home & Kitchen,Appliances,UrbanCo,73.56,4,20,58.85,Yes,13.92,18.34,267.65,Wallet,Desktop,Paid Ads,Silver,Express,North,0,Returned,Yes,1.5,3276.41,10.85,29.04,Winter,No,No,No
2026-02-21,2026,2,21,Saturday,1,42,Male,United Kingdom,Toronto,Returning,Electronics,Headphones,ValueMax,1055.38,4,0,0,No,3.67,137.2,4362.39,PayPal,Mobile,Email,Gold,Pickup,North,1,Delivered,No,3.2,50000,16.38,714.56,Winter,No,Yes,Yes
2026-02-21,2026,2,21,Saturday,1,42,Female,Pakistan,Paris,Returning,Groceries,Beverages,Zenith,10.11,2,35,7.08,Yes,4.73,1.1,18.97,Cash on Delivery,Mobile,Organic Search,Platinum,Express,North,2,Shipped,No,3.3,367.53,14.36,2.72,Winter,Yes,No,No
2026-02-21,2026,2,21,Saturday,1,38,Female,Pakistan,Karachi,Returning,Electronics,Laptop,QuickCart,300.1,6,0,0,Yes,9.96,140.38,1950.94,Debit Card,Tablet,Social Media,Gold,Standard,North,7,Delivered,No,4.4,4826.45,25.2,491.64,Winter,No,Yes,Yes
2026-02-22,2026,2,22,Sunday,1,35,Female,United States,Karachi,Premium,Sports,Sportswear,ValueMax,102.97,5,5,25.74,No,10.28,47.08,546.47,PayPal,Mobile,Email,Silver,Standard,North,6,Delivered,No,3.7,5363.02,36.8,201.1,Winter,No,Yes,No
2026-02-22,2026,2,22,Sunday,1,59,Female,Germany,New York,Premium,Fashion,Women Clothing,PrimePlus,47.88,3,15,21.55,Yes,7.12,12,141.21,Credit Card,Mobile,Email,Standard,Standard,North,4,Processing,No,4.1,1581.98,26.75,37.77,Winter,No,No,No
2026-02-22,2026,2,22,Sunday,1,43,Female,India,New York,Loyal,Fashion,Bags,PrimePlus,84.41,3,0,0,No,9.94,27.23,290.4,Wallet,Desktop,Organic Search,Silver,Standard,West,3,Delivered,No,4.2,1863.02,8.88,25.79,Winter,No,No,No
2026-02-22,2026,2,22,Sunday,1,31,Female,France,Riyadh,Returning,Home & Kitchen,Appliances,EcoLife,83.84,4,0,0,No,11.65,14.76,361.77,Cash on Delivery,Mobile,Social Media,Standard,Standard,South,3,Delivered,No,3.5,4744.86,26.45,95.69,Winter,No,No,No
2026-02-22,2026,2,22,Sunday,1,31,Male,United States,Paris,New,Fashion,Bags,Trendify,80.65,2,20,32.26,Yes,12.65,16.4,158.09,PayPal,Mobile,Organic Search,Silver,Express,South,8,Delivered,No,4.4,3003.41,5.14,8.13,Winter,No,No,No
2026-02-23,2026,2,23,Monday,1,34,Female,India,Mumbai,New,Sports,Fitness,UrbanCo,67.77,4,15,40.66,Yes,19.31,18.12,267.85,PayPal,Mobile,Referral,Silver,Express,West,4,Returned,Yes,3.1,1066.51,21.69,58.1,Winter,No,No,No
2026-02-23,2026,2,23,Monday,1,18,Female,United Kingdom,Riyadh,Returning,Fashion,Bags,Trendify,79.22,7,0,0,No,12.84,42.98,610.36,Cash on Delivery,Mobile,Email,Standard,Pickup,West,7,Returned,Yes,2.8,8630.31,29.42,179.57,Winter,No,Yes,No
2026-02-23,2026,2,23,Monday,1,41,Male,India,Dubai,Returning,Groceries,Beverages,Zenith,18.15,5,20,18.15,Yes,13.24,4.07,89.91,Bank Transfer,Mobile,Direct,Gold,Express,West,5,Delivered,No,4.2,1253.04,28.74,25.84,Winter,No,No,No
2026-02-23,2026,2,23,Monday,1,34,Female,United States,Dubai,Returning,Home & Kitchen,Decor,Zenith,169.97,2,0,0,No,17.75,10.43,368.12,Debit Card,Mobile,Email,Standard,Express,Central,1,Shipped,No,4.5,4881.33,26.32,96.89,Winter,No,No,No
2026-02-24,2026,2,24,Tuesday,1,28,Female,UAE,Mumbai,Returning,Home & Kitchen,Decor,Nova,182.22,2,0,0,No,13.34,27.62,405.4,Debit Card,Mobile,Paid Ads,Silver,Express,Central,1,Delivered,No,4.4,7324.6,24.38,98.84,Winter,No,Yes,Yes
2026-02-24,2026,2,24,Tuesday,1,18,Female,United Kingdom,Sydney,Loyal,Groceries,Snacks,Apex,30.58,5,5,7.64,Yes,16.74,12.28,174.28,Credit Card,Mobile,Social Media,Standard,Express,North,7,Delivered,No,5,2892.37,16.59,28.91,Winter,No,No,No
2026-02-25,2026,2,25,Wednesday,1,54,Female,Saudi Arabia,Paris,Loyal,Home & Kitchen,Furniture,QuickCart,123.8,3,25,92.85,Yes,13.59,32.53,324.67,Bank Transfer,Mobile,Organic Search,Standard,Express,West,4,Delivered,No,2.3,4341.73,23.49,76.26,Winter,No,No,No
2026-02-25,2026,2,25,Wednesday,1,36,Female,Canada,Berlin,Loyal,Electronics,Accessories,PrimePlus,273.97,4,20,219.18,Yes,7.49,46.64,930.83,Credit Card,Mobile,Direct,Gold,Standard,North,2,Delivered,No,4.7,7706.68,16.75,155.91,Winter,No,Yes,Yes
2026-02-25,2026,2,25,Wednesday,1,37,Female,UAE,Toronto,Returning,Sports,Outdoor,Trendify,39.13,3,20,23.48,Yes,9.03,13.41,116.35,Wallet,Mobile,Direct,Standard,Standard,South,5,Returned,Yes,3.6,1901.69,23.26,27.06,Winter,No,No,No
2026-02-26,2026,2,26,Thursday,1,18,Male,Australia,London,Loyal,Electronics,Mobile,Nova,638.88,2,5,63.89,No,23.48,133.55,1370.9,Debit Card,Mobile,Organic Search,Standard,Same Day,South,3,Delivered,No,4.5,25371.71,27.6,378.37,Winter,No,Yes,Yes
2026-02-26,2026,2,26,Thursday,1,38,Male,United States,Mumbai,Loyal,Electronics,Accessories,ValueMax,759.4,1,0,0,Yes,15.52,88.5,863.42,PayPal,Mobile,Organic Search,Standard,Express,Central,0,Delivered,No,4.2,13646.23,13.7,118.29,Winter,No,Yes,Yes
2026-02-26,2026,2,26,Thursday,1,45,Female,France,Mumbai,Returning,Electronics,Headphones,EcoLife,365.67,4,5,73.13,No,11.36,120.34,1521.25,Bank Transfer,Desktop,Referral,Standard,Pickup,Central,4,Shipped,No,5,28567.29,5.44,82.76,Winter,No,Yes,Yes
2026-02-27,2026,2,27,Friday,1,57,Male,United Kingdom,Karachi,Premium,Home & Kitchen,Appliances,Trendify,172.6,3,30,155.34,Yes,26.06,61.97,450.49,Wallet,Mobile,Email,Standard,Same Day,West,0,Returned,Yes,3.6,3881.48,8.53,38.43,Winter,No,Yes,No
2026-02-27,2026,2,27,Friday,1,45,Female,France,Dubai,Loyal,Groceries,Dairy,FreshMart,8.29,2,35,5.8,Yes,6.36,1.5,18.64,Bank Transfer,Desktop,Paid Ads,Silver,Standard,East,2,Delivered,No,4.5,787.86,3.81,0.71,Winter,No,No,No
2026-02-27,2026,2,27,Friday,1,31,Male,Australia,Berlin,New,Sports,Fitness,QuickCart,113.92,3,0,0,No,3.96,20.89,366.61,Debit Card,Mobile,Email,Gold,Standard,East,5,Delivered,No,3.3,458.62,48.15,176.52,Winter,No,No,No
2026-02-27,2026,2,27,Friday,1,18,Female,Australia,Dubai,New,Electronics,Headphones,Zenith,1056.58,3,25,792.44,Yes,23.38,174.06,2574.74,Wallet,Mobile,Referral,Silver,Same Day,West,4,Shipped,No,4.3,16405.28,3,77.24,Winter,No,Yes,Yes
2026-02-27,2026,2,27,Friday,1,26,Female,United States,Berlin,Returning,Home & Kitchen,Appliances,UrbanCo,209.93,6,5,62.98,No,12.01,53.85,1262.46,PayPal,Desktop,Direct,Standard,Pickup,South,6,Delivered,No,4.3,24506.48,23.12,291.88,Winter,No,Yes,No
2026-02-27,2026,2,27,Friday,1,29,Male,United Kingdom,Toronto,Returning,Home & Kitchen,Furniture,UrbanCo,197.33,2,0,0,No,6.97,12.03,413.66,Cash on Delivery,Mobile,Email,Platinum,Express,South,1,Delivered,No,3.8,5223.37,24.09,99.65,Winter,No,Yes,Yes
2026-02-28,2026,2,28,Saturday,1,47,Female,UAE,Toronto,Returning,Beauty,Makeup,Trendify,57.17,5,30,85.76,Yes,11.97,11.07,223.13,Debit Card,Mobile,Organic Search,Standard,Standard,West,6,Returned,Yes,2.6,1321.79,27.22,60.74,Winter,No,No,No
2026-02-28,2026,2,28,Saturday,1,18,Male,United States,Mumbai,New,Fashion,Men Clothing,UrbanCo,56.39,2,5,5.64,No,4.61,4.69,116.44,Credit Card,Desktop,Direct,Silver,Standard,Central,2,Delivered,No,5,1966.45,37.55,43.72,Winter,No,No,No
2026-03-01,2026,3,1,Sunday,1,48,Male,United Kingdom,Karachi,Premium,Books,Comics,ValueMax,24.82,2,20,9.93,Yes,8.14,5.9,53.75,PayPal,Mobile,Referral,Standard,Pickup,Central,8,Delivered,No,5,2137.31,6.18,3.32,Spring,No,No,No
2026-03-01,2026,3,1,Sunday,1,46,Male,Canada,Paris,Returning,Fashion,Bags,Nova,44.04,4,30,52.85,Yes,11.62,5.47,140.4,Debit Card,Mobile,Referral,Standard,Standard,North,8,Delivered,No,4.9,2315.83,33.65,47.24,Spring,No,No,No
2026-03-01,2026,3,1,Sunday,1,33,Female,France,Riyadh,Returning,Electronics,Laptop,UrbanCo,361.33,3,0,0,No,7.93,114.58,1206.5,Cash on Delivery,Desktop,Paid Ads,Standard,Standard,Central,2,Delivered,No,4.4,10344.22,23.94,288.84,Spring,No,Yes,Yes
2026-03-01,2026,3,1,Sunday,1,41,Female,Canada,Dubai,Loyal,Toys,Educational,ValueMax,41.75,3,20,25.05,Yes,7.27,4.3,111.77,Bank Transfer,Desktop,Referral,Gold,Pickup,South,3,Delivered,No,4,2227.76,30.48,34.07,Spring,No,No,No
2026-03-01,2026,3,1,Sunday,1,28,Female,UAE,Riyadh,New,Groceries,Snacks,Nova,14.42,1,20,2.88,Yes,7.88,0.7,20.12,Wallet,Mobile,Referral,Silver,Express,Central,1,Returned,Yes,2.9,230.52,21.66,4.36,Spring,No,No,No
2026-03-01,2026,3,1,Sunday,1,36,Female,United States,Sydney,Returning,Books,Non-Fiction,EcoLife,60.78,5,0,0,No,6.46,11.3,321.66,Credit Card,Desktop,Social Media,Gold,Standard,South,7,Delivered,No,4.4,5318.33,38.02,122.3,Spring,No,No,No
2026-03-02,2026,3,2,Monday,1,59,Female,Saudi Arabia,Riyadh,Loyal,Groceries,Snacks,UrbanCo,32.36,2,25,16.18,Yes,9.65,7.08,65.27,Debit Card,Mobile,Social Media,Gold,Express,East,5,Delivered,No,4.4,1676.3,14.95,9.76,Spring,No,No,No
2026-03-02,2026,3,2,Monday,1,19,Male,United Kingdom,London,Returning,Home & Kitchen,Decor,FreshMart,36.02,4,35,50.43,Yes,9.81,4.63,108.09,Debit Card,Mobile,Email,Platinum,Express,North,3,Delivered,No,5,1022.63,10.47,11.32,Spring,No,No,No
2026-03-02,2026,3,2,Monday,1,18,Female,United States,Toronto,Returning,Electronics,Headphones,ValueMax,373.34,4,10,149.34,Yes,8.36,133.65,1486.03,Credit Card,Mobile,Direct,Standard,Pickup,West,4,Delivered,No,4.4,3757.27,15.78,234.5,Spring,No,Yes,Yes
2026-03-02,2026,3,2,Monday,1,33,Female,France,Dubai,Loyal,Books,Fiction,EcoLife,27.22,4,10,10.89,Yes,18.64,6.82,123.45,Cash on Delivery,Mobile,Email,Silver,Express,East,1,Delivered,No,3.8,1170.59,16.7,20.62,Spring,No,No,No
2026-03-03,2026,3,3,Tuesday,1,18,Female,India,Berlin,Returning,Home & Kitchen,Furniture,Zenith,158.74,4,20,126.99,Yes,9.87,37.86,555.7,Bank Transfer,Mobile,Paid Ads,Standard,Standard,Central,7,Returned,Yes,3.1,7247.05,4.28,23.78,Spring,No,Yes,Yes
2026-03-03,2026,3,3,Tuesday,1,26,Female,India,Riyadh,Premium,Beauty,Skincare,UrbanCo,77.8,5,15,58.35,Yes,17.69,44.58,392.92,Credit Card,Tablet,Email,Standard,Express,South,2,Delivered,No,4.9,3332.57,20.99,82.47,Spring,No,Yes,No
2026-03-03,2026,3,3,Tuesday,1,43,Female,Australia,New York,Returning,Fashion,Men Clothing,PrimePlus,32.82,2,5,3.28,No,2.42,4.52,69.3,Debit Card,Mobile,Paid Ads,Gold,Standard,East,1,Cancelled,No,3.1,844.48,25.91,17.96,Spring,Yes,No,No
2026-03-04,2026,3,4,Wednesday,1,19,Male,UAE,Toronto,Loyal,Beauty,Haircare,UrbanCo,48.03,4,5,9.61,No,7.27,14.64,204.42,PayPal,Mobile,Organic Search,Gold,Standard,East,2,Delivered,No,4.7,3304.86,38.36,78.42,Spring,No,No,No
2026-03-04,2026,3,4,Wednesday,1,51,Male,Australia,Karachi,Returning,Groceries,Beverages,UrbanCo,20.14,4,20,16.11,Yes,8.14,6.76,79.35,Credit Card,Desktop,Email,Silver,Standard,East,7,Delivered,No,4,779.83,4.57,3.63,Spring,No,No,No
2026-03-04,2026,3,4,Wednesday,1,24,Female,United States,Paris,Loyal,Groceries,Beverages,PrimePlus,11.86,2,0,0,No,7.34,2.32,33.38,Wallet,Mobile,Social Media,Standard,Pickup,South,9,Delivered,No,4.4,754.11,25.94,8.66,Spring,No,No,No
2026-03-05,2026,3,5,Thursday,1,25,Female,Pakistan,New York,New,Electronics,Headphones,UrbanCo,214.73,2,0,0,No,10.32,42.38,482.16,Wallet,Mobile,Referral,Gold,Express,West,4,Returned,Yes,4.2,9503.25,30.05,144.89,Spring,No,Yes,Yes
2026-03-05,2026,3,5,Thursday,1,59,Male,India,Sydney,Returning,Home & Kitchen,Decor,EcoLife,522.49,5,0,0,No,6.94,149.54,2768.93,Cash on Delivery,Desktop,Referral,Standard,Standard,Central,7,Delivered,No,4.1,24661.4,20.93,579.54,Spring,No,Yes,Yes
2026-03-06,2026,3,6,Friday,1,25,Male,India,Sydney,Returning,Electronics,Headphones,Trendify,577.9,2,15,173.37,Yes,7.63,110.79,1100.85,Wallet,Desktop,Paid Ads,Standard,Pickup,North,5,Delivered,No,5,4071.77,27.96,307.8,Spring,No,Yes,Yes
2026-03-06,2026,3,6,Friday,1,18,Male,Saudi Arabia,Berlin,New,Groceries,Dairy,EcoLife,11.91,3,0,0,No,7.08,2.7,45.51,Bank Transfer,Desktop,Organic Search,Standard,Pickup,Central,5,Delivered,No,4.2,704.38,15.19,6.91,Spring,No,No,No
2026-03-06,2026,3,6,Friday,1,49,Female,United States,Karachi,Returning,Toys,Educational,FreshMart,20.35,5,0,0,No,11.85,8.07,121.67,Wallet,Desktop,Referral,Silver,Standard,North,1,Delivered,No,4.6,1646.17,15.08,18.35,Spring,No,No,No
2026-03-06,2026,3,6,Friday,1,37,Female,United States,Sydney,Returning,Home & Kitchen,Cookware,ValueMax,156.37,4,15,93.82,Yes,25.4,26.12,583.18,PayPal,Desktop,Direct,Silver,Same Day,East,0,Delivered,No,4.4,9727.96,29.44,171.69,Spring,No,Yes,Yes
2026-03-07,2026,3,7,Saturday,1,30,Male,France,Riyadh,Premium,Home & Kitchen,Furniture,Nova,45.31,2,25,22.66,Yes,5.25,5.66,78.87,Credit Card,Mobile,Paid Ads,Gold,Standard,Central,6,Delivered,No,5,2343.76,32.33,25.5,Spring,No,No,No
2026-03-07,2026,3,7,Saturday,1,42,Male,Saudi Arabia,Toronto,Loyal,Electronics,Laptop,Apex,467.65,4,35,654.71,Yes,8.06,88.36,1312.31,Cash on Delivery,Desktop,Referral,Standard,Standard,Central,6,Delivered,No,4.2,5012.32,3,39.37,Spring,No,Yes,Yes
2026-03-08,2026,3,8,Sunday,1,40,Male,Saudi Arabia,Riyadh,Premium,Fashion,Shoes,Trendify,34.18,3,20,20.51,Yes,18.32,3.66,104.01,Debit Card,Mobile,Paid Ads,Gold,Same Day,Central,0,Delivered,No,3.7,2304.82,19.15,19.92,Spring,No,No,No
2026-03-08,2026,3,8,Sunday,1,60,Male,United Kingdom,London,Loyal,Electronics,Accessories,Zenith,212.4,4,0,0,No,16.47,74.66,940.73,Wallet,Mobile,Referral,Silver,Express,North,5,Delivered,No,3.7,11208.87,29.29,275.54,Spring,No,Yes,Yes
2026-03-08,2026,3,8,Sunday,1,32,Female,Canada,Dubai,New,Toys,Board Games,QuickCart,13.55,4,5,2.71,No,4.38,5.48,61.35,Debit Card,Mobile,Referral,Standard,Pickup,Central,7,Shipped,No,4.8,148.59,21.05,12.91,Spring,No,No,No
2026-03-09,2026,3,9,Monday,1,41,Male,United States,Dubai,Returning,Home & Kitchen,Decor,Trendify,170.04,4,20,136.03,Yes,10.07,21.02,575.22,Debit Card,Tablet,Organic Search,Silver,Standard,East,8,Delivered,No,4.4,11059.63,20.01,115.1,Spring,No,Yes,Yes
2026-03-09,2026,3,9,Monday,1,34,Male,India,Paris,Returning,Home & Kitchen,Decor,ValueMax,114.35,3,20,68.61,Yes,17.3,15.87,307.61,Credit Card,Desktop,Paid Ads,Standard,Express,East,1,Delivered,No,4,4220.51,12.87,39.59,Spring,No,No,No
2026-03-10,2026,3,10,Tuesday,1,29,Female,Saudi Arabia,Mumbai,Loyal,Electronics,Headphones,Nova,377.98,4,0,0,No,19.63,110.96,1642.51,Bank Transfer,Mobile,Organic Search,Silver,Express,South,2,Cancelled,No,3.3,32727.43,36.81,604.61,Spring,No,Yes,Yes
2026-03-10,2026,3,10,Tuesday,1,44,Female,France,Riyadh,New,Fashion,Men Clothing,QuickCart,42.04,2,30,25.22,Yes,5.32,3.19,67.37,Wallet,Desktop,Organic Search,Standard,Standard,East,5,Delivered,No,4,576.99,35.26,23.75,Spring,No,No,No
